,Project_ID,Organization,Project_start_date,Project_end_date,Organization_size,IT_dpt_size,Customer_type,Estimated_Duration,Actual_Duration,Project_Profit_Loss_percent,Project_type,Development_type,Estimated_effort,Management_clarity,Training_effort,User_resistance,Software_licence_cost,hardware_cost,Development_cost,maintainance_cost,Additional_cost,Estimated_total_cost,Requirement_stability,Manager_experience,Development_team_experience,Maintanainance_support_team_experience,Machine_learning_team_experience,Data_Analysis_team experience,Team_size,Daily_work_hours,Level_of_outsourcing,Software_availability,Software_accuracy,Software_stability,Cloud_platform_type,Computing_Tier,Programming_language_used,DB_used,Open_source_tool_used,Degree_of_software_reuse,Increase_in_productivity,Change_in_waiting_time,Change_avg_wait_time,Change_avg_call_duration,Change_in_revenue
440,440,Company_7,2022-03-03,2025-05-03,4.0,4.6,7,1155.8,27.0,13.02708319612884,Voice Bots,Extreme Programming,1209.6,7.0,361.44576803055753,2.0,1512.0,3159.0,7.48,1719.1024,477.8,4271.917808219178,2.0,9.0,6.0,9.0,7.0,5.0,9.6,8,2.48,80,67.244,75,GCP,T3,ASP.Net,PLSQL,T5,6,86,-59,-59,75,50
441,441,Company_7,2022-06-18,2025-12-03,5.0,5.0,7,1262.5,119.0,50.62166539293564,button-based,Scrum,5331.2,5.0,1564.436537544417,2.0,2479.0,3322.0,7.6,1563.088,481.0,21503.723835616434,1.0,4.0,8.0,6.0,7.0,8.0,10.0,8,2.6,85,92.28,80,Salesforce,T2,Python,Oracle,T1,6,39,64,64,18,-64
442,442,Company_4,2020-11-09,2022-09-18,4.0,3.6,4,676.8,553.0,34.13948765773169,button-based,Waterfall,43355.2,5.0,10985.243637495763,1.0,2470.0,3615.0,7.48,1420.1024,530.8,102359.84547945207,4.0,8.0,1.0,7.0,6.0,8.0,15.6,8,1.48,85,92.244,80,Salesforce,T1,Python,Oracle,T1,6,1,-93,-93,45,-8
443,443,Company_5,2020-07-23,2022-02-12,4.0,6.6,5,567.8,522.0,30.82740455443017,button-based,Waterfall,128620.79999999999,7.0,44028.19587082414,2.0,2440.0,2435.0,7.48,1409.1024,435.8,80812.46465753423,2.0,8.0,8.0,6.0,9.0,4.0,45.6,8,5.48,85,92.244,80,AWS,T1,Python,Oracle,T1,6,95,-89,-89,9,30
444,444,Company_4,2022-09-10,2026-05-20,5.0,4.0,4,1346.5,372.0,22.118858507935837,Keyword recognition-based,Feature-Driven,29164.8,6.0,8171.285386334935,2.0,2165.0,3957.0,7.6,1450.088,456.0,68788.40547945205,1.0,6.0,6.0,7.0,5.0,7.0,16.0,8,1.6,85,87.28,70,Azure,T4,R,MySQL,T3,6,72,-87,-87,-52,70
445,445,Company_2,2019-11-13,2020-09-24,4.0,6.6,2,314.8,677.0,29.680266800968027,Machine Learning chatbot,Feature-Driven,22747.199999999997,6.0,7829.123014651123,2.0,2901.0,3491.0,7.48,1488.1024,499.8,130671.75780821918,2.0,9.0,6.0,7.0,8.0,6.0,7.6,8,2.48,95,87.244,75,Azure,T2,Java,MongoDB,T3,4,37,-14,-14,-24,96
446,446,Company_6,2019-08-30,2020-04-27,4.0,5.6,6,239.8,279.0,34.08972986804385,Linguistic Based,Agile,31247.999999999996,6.0,9915.861786728867,2.0,2051.0,3570.0,7.48,1692.1024,527.8,50390.61041095889,5.0,4.0,8.0,8.0,10.0,6.0,21.6,8,4.48,90,74.244,82,Oracle,T5,Python,MySQL,T2,7,95,-85,-85,80,-99
447,447,Company_2,2022-05-26,2025-10-18,3.0,6.2,2,1240.1,432.0,70.38184325607536,Keyword recognition-based,Scrum,14515.199999999999,5.0,4195.597069136302,2.0,2249.0,3693.0,7.36,1393.1168,500.6,77974.46136986301,2.0,8.0,4.0,6.0,6.0,3.0,7.2,8,2.36,85,87.208,70,AWS,T3,R,MySQL,T3,6,29,39,39,-48,71
448,448,Company_2,2021-01-30,2023-03-01,5.0,7.0,2,758.5,542.0,73.91352210700356,Linguistic Based,Scrum,18211.199999999997,5.0,5837.352928523534,3.0,1484.0,3573.0,7.6,1455.088,469.0,87164.2915068493,4.0,10.0,5.0,7.0,4.0,8.0,8.0,8,2.6,90,74.28,82,GCP,T2,Python,MySQL,T2,7,99,92,92,4,-71
449,449,Company_5,2019-03-01,2019-04-29,3.0,6.2,5,58.1,531.0,47.88999328847452,Machine Learning chatbot,Extreme Programming,130838.4,7.0,33408.5383772976,3.0,2449.0,3429.0,7.36,1524.1168,523.6,96943.43342465752,2.0,10.0,4.0,6.0,10.0,10.0,45.2,8,5.36,95,87.208,75,Oracle,T2,Java,MongoDB,T3,4,55,31,31,-45,-46
450,450,Company_5,2022-12-17,2026-12-02,1.0,5.4,5,1445.7,335.0,25.03538464753353,Linguistic Based,Agile,82544.0,6.0,27450.40173381582,2.0,1806.0,3582.0,7.12,1485.1456,504.2,56935.315068493146,5.0,8.0,9.0,4.0,9.0,9.0,44.4,8,5.12,90,74.136,82,Azure,T5,Python,MySQL,T2,7,52,1,1,14,20
451,451,Company_7,2022-04-17,2025-08-01,4.0,4.6,7,1200.8,535.0,40.271544378038,button-based,Feature-Driven,23968.0,7.0,6260.555263987613,2.0,1852.0,3296.0,7.48,1454.1024,559.8,88267.08493150685,3.0,8.0,9.0,8.0,7.0,5.0,9.6,8,2.48,85,92.244,80,Oracle,T5,Python,Oracle,T1,6,20,-9,-9,43,-12
452,452,Company_6,2022-12-09,2026-11-16,5.0,6.0,6,1436.5,642.0,49.884886027082835,Machine Learning chatbot,Lean,71904.0,6.0,26682.059733699592,2.0,1650.0,3162.0,7.6,1358.088,437.0,97720.49095890412,2.0,10.0,5.0,5.0,10.0,5.0,22.0,8,4.6,95,87.28,75,AWS,T5,Java,MongoDB,T3,4,25,-13,-13,-71,13
453,453,Company_4,2020-03-31,2021-06-29,3.0,3.2,4,454.1,37.0,37.21566445242071,Hybrid model,Extreme Programming,2900.7999999999997,6.0,957.4744824760296,2.0,1677.0,3130.0,7.36,1539.1168,482.6,5820.900821917809,3.0,10.0,7.0,6.0,6.0,10.0,15.2,8,1.3599999999999999,75,92.208,95,Oracle,T3,Java,Oracle,T4,5,23,-11,-11,96,14
454,454,Company_6,2021-09-24,2024-06-17,4.0,5.6,6,995.8,511.0,65.44175836650312,button-based,Agile,57232.0,7.0,17108.018208515437,2.0,2012.0,3413.0,7.48,1278.1024,547.8,85354.07999999999,3.0,6.0,7.0,6.0,7.0,6.0,21.6,8,4.48,85,92.244,80,Oracle,T4,Python,Oracle,T1,6,10,73,73,-92,7
455,455,Company_6,2022-06-01,2025-10-30,6.0,6.4,6,1245.2,121.0,12.609243146585166,Machine Learning chatbot,Scrum,13552.0,5.0,3817.0208249233956,2.0,2411.0,3348.0,7.72,1650.0736,523.2,22107.396164383565,3.0,10.0,7.0,6.0,8.0,6.0,22.4,8,4.72,95,87.316,75,Salesforce,T2,Java,MongoDB,T3,4,49,-79,-79,67,-27
456,456,Company_1,2021-09-03,2024-05-06,3.0,3.2,1,975.1,205.0,28.93280566487934,Machine Learning chatbot,Lean,27552.0,7.0,7596.034223310269,2.0,1717.0,3160.0,7.36,1561.1168,571.6,33104.860273972605,4.0,6.0,6.0,7.0,5.0,7.0,25.2,8,5.36,95,87.208,75,Oracle,T2,Java,MongoDB,T3,4,61,52,52,64,-16
457,457,Company_4,2019-03-22,2019-06-10,5.0,4.0,4,78.5,172.0,57.39313941174214,Hybrid model,Waterfall,13484.8,5.0,3263.862278651156,2.0,1274.0,3630.0,7.6,1613.088,476.0,27708.493150684928,3.0,9.0,10.0,3.0,9.0,9.0,16.0,8,1.6,75,92.28,95,Azure,T5,Java,Oracle,T4,5,75,90,90,73,-45
458,458,Company_2,2019-06-18,2019-12-03,3.0,6.2,2,167.1,671.0,41.411741745658915,Keyword recognition-based,Lean,22545.6,7.0,6899.093547537229,2.0,1748.0,3131.0,7.36,1235.1168,472.6,101825.81260273972,4.0,6.0,11.0,10.0,6.0,7.0,7.2,8,2.36,85,87.208,70,Azure,T3,R,MySQL,T3,6,8,-76,-76,-22,48
459,459,Company_7,2021-07-30,2024-02-26,5.0,5.0,7,939.5,462.0,24.495349482361867,Hybrid model,Extreme Programming,20697.6,6.0,7086.918428009452,2.0,2126.0,3826.0,7.6,1809.088,566.0,88609.82794520547,3.0,6.0,13.0,9.0,7.0,9.0,10.0,8,2.6,75,92.28,95,IBM,T2,Java,Oracle,T4,5,12,5,5,35,-10
460,460,Company_7,2020-07-01,2021-12-30,5.0,5.0,7,545.5,285.0,25.618907797822498,button-based,Agile,12768.0,5.0,3690.4911658223805,2.0,2455.0,3813.0,7.6,1518.088,470.0,54196.22465753424,3.0,8.0,6.0,6.0,8.0,8.0,10.0,8,2.6,85,92.28,80,Azure,T2,Python,Oracle,T1,6,31,10,10,8,-90
461,461,Company_5,2022-10-24,2026-08-16,4.0,6.6,5,1390.8,97.0,24.196171589106743,Keyword recognition-based,Scrum,23900.8,5.0,7528.123570574181,2.0,1628.0,3074.0,7.48,1149.1024,507.8,14211.00493150685,3.0,10.0,9.0,6.0,7.0,4.0,45.6,8,5.48,85,87.244,70,AWS,T5,R,MySQL,T3,6,66,-96,-96,-11,69
462,462,Company_4,2020-07-11,2022-01-19,4.0,3.6,4,555.8,355.0,31.578566807390033,button-based,Agile,27832.0,6.0,6367.594843246062,2.0,1545.0,3507.0,7.48,1439.1024,520.8,57344.268493150674,3.0,5.0,8.0,5.0,4.0,7.0,15.6,8,1.48,85,92.244,80,IBM,T2,Python,Oracle,T1,6,100,-67,-67,27,57
463,463,Company_2,2019-07-27,2020-02-19,3.0,6.2,2,206.1,675.0,67.77784222648067,button-based,Extreme Programming,22680.0,6.0,7555.503830212806,2.0,2536.0,3561.0,7.36,1358.1168,494.6,123605.99999999999,1.0,7.0,8.0,8.0,6.0,10.0,7.2,8,2.36,85,92.208,80,IBM,T4,Python,Oracle,T1,6,78,-64,-64,-71,-62
464,464,Company_3,2022-11-24,2026-10-17,3.0,5.2,3,1422.1,675.0,36.7483146618513,Hybrid model,Lean,45360.0,6.0,13497.7913839068,1.0,1917.0,3338.0,7.36,1377.1168,510.6,111069.86301369863,3.0,6.0,4.0,5.0,8.0,9.0,13.2,8,3.36,75,92.208,95,IBM,T2,Java,Oracle,T4,5,12,-60,-60,-99,18
465,465,Company_5,2022-11-08,2026-09-15,5.0,7.0,5,1405.5,99.0,30.162559065075044,button-based,Extreme Programming,24393.6,6.0,10232.862051392385,2.0,1797.0,3240.0,7.6,1402.088,412.0,15624.966575342463,3.0,7.0,5.0,8.0,6.0,7.0,46.0,8,5.6,85,92.28,80,Oracle,T3,Python,Oracle,T1,6,89,8,8,93,20
466,466,Company_3,2020-07-23,2022-02-12,5.0,6.0,3,567.5,325.0,44.802489605366716,button-based,Feature-Driven,21840.0,5.0,7433.119672159602,2.0,2714.0,2981.0,7.6,1349.088,594.0,57180.4109589041,3.0,8.0,6.0,4.0,10.0,10.0,14.0,8,3.6,85,92.28,80,Oracle,T4,Python,Oracle,T1,6,62,97,97,-1,-72
467,467,Company_6,2019-08-12,2020-03-22,5.0,6.0,6,221.5,231.0,21.270899803210074,Hybrid model,Waterfall,25872.0,5.0,7529.669361259634,2.0,1614.0,3576.0,7.6,1479.088,493.0,38111.58246575342,4.0,5.0,4.0,5.0,10.0,7.0,22.0,8,4.6,75,92.28,95,IBM,T4,Java,Oracle,T4,5,87,38,38,-96,72
468,468,Company_1,2019-10-22,2020-08-11,3.0,3.2,1,293.1,599.0,15.88039565622828,Machine Learning chatbot,Waterfall,80505.59999999999,5.0,18783.49267980593,2.0,1582.0,3291.0,7.36,1231.1168,578.6,92223.02465753425,5.0,8.0,6.0,5.0,5.0,5.0,25.2,8,5.36,95,87.208,75,Salesforce,T4,Java,MongoDB,T3,4,2,-94,-94,-81,-96
469,469,Company_3,2021-08-15,2024-03-29,4.0,5.6,3,955.8,440.0,95.49751068725512,Linguistic Based,Lean,29567.999999999996,6.0,8190.0366428304405,2.0,1157.0,3432.0,7.48,1638.1024,468.8,67874.76164383562,6.0,7.0,11.0,5.0,5.0,6.0,13.6,8,3.48,90,74.244,82,AWS,T4,Python,MySQL,T2,7,54,-53,-53,40,-31
470,470,Company_4,2021-10-04,2024-07-07,5.0,4.0,4,1005.5,452.0,67.0945327063391,Keyword recognition-based,Lean,35436.799999999996,6.0,9588.022523730231,2.0,2198.0,3550.0,7.6,1484.088,480.0,80294.51835616438,3.0,8.0,5.0,3.0,8.0,8.0,16.0,8,1.6,85,87.28,70,IBM,T4,R,MySQL,T3,6,50,86,86,100,35
471,471,Company_7,2022-02-04,2025-03-10,4.0,4.6,7,1128.8,35.0,44.93067970200216,button-based,Extreme Programming,1568.0,6.0,422.7771543102055,2.0,2745.0,3958.0,7.48,1507.1024,467.8,6995.589041095889,3.0,3.0,8.0,10.0,11.0,7.0,9.6,8,2.48,85,92.244,80,Azure,T1,Python,Oracle,T1,6,98,38,38,79,-6
472,472,Company_6,2021-10-24,2024-08-16,5.0,6.0,6,1025.5,127.0,30.670479495922223,Hybrid model,Extreme Programming,14224.0,5.0,5099.289406027109,2.0,2051.0,3918.0,7.6,1416.088,508.0,23089.64383561644,3.0,8.0,5.0,6.0,10.0,5.0,22.0,8,4.6,75,92.28,95,GCP,T5,Java,Oracle,T4,5,56,70,70,52,91
473,473,Company_3,2020-10-09,2022-07-18,4.0,5.6,3,645.8,170.0,34.171983842679346,Linguistic Based,Extreme Programming,11424.0,6.0,3235.8673206687745,2.0,1982.0,3313.0,7.48,1655.1024,553.8,29385.50136986301,5.0,7.0,8.0,7.0,9.0,6.0,13.6,8,3.48,90,74.244,82,GCP,T4,Python,MySQL,T2,7,51,-28,-28,33,85
474,474,Company_1,2020-01-08,2021-01-14,4.0,3.6,1,370.8,472.0,29.06014099032661,button-based,Extreme Programming,63436.799999999996,7.0,18249.575757541577,2.0,1731.0,3667.0,7.48,1428.1024,540.8,80099.82246575342,4.0,5.0,8.0,7.0,10.0,11.0,25.6,8,5.48,85,92.244,80,GCP,T1,Python,Oracle,T1,6,85,-68,-68,-2,-44
475,475,Company_4,2021-03-04,2023-05-06,5.0,4.0,4,791.5,287.0,26.93348145332959,button-based,Feature-Driven,22500.8,6.0,6828.125671682193,2.0,778.0,3516.0,7.6,1536.088,419.0,41320.45150684931,4.0,9.0,11.0,6.0,7.0,5.0,16.0,8,1.6,85,92.28,80,GCP,T4,Python,Oracle,T1,6,52,76,76,96,56
476,476,Company_1,2019-03-05,2019-05-07,4.0,3.6,1,61.8,87.0,22.18350253161155,Machine Learning chatbot,Agile,11692.8,7.0,3174.5438707475973,2.0,2519.0,3404.0,7.48,1715.1024,495.8,16299.843287671232,5.0,7.0,9.0,7.0,5.0,8.0,25.6,8,5.48,95,87.244,75,Oracle,T2,Java,MongoDB,T3,4,70,7,7,41,-72
477,477,Company_1,2021-06-14,2023-11-26,3.0,3.2,1,894.1,363.0,43.072576512460486,Keyword recognition-based,Waterfall,48787.2,6.0,17795.452073796667,2.0,1226.0,3495.0,7.36,1639.1168,615.6,58335.790684931504,4.0,11.0,4.0,10.0,8.0,2.0,25.2,8,5.36,85,87.208,70,Azure,T3,R,MySQL,T3,6,52,-30,-30,-98,-42
478,478,Company_4,2019-03-21,2019-06-08,4.0,3.6,4,77.8,638.0,49.053494859129,button-based,Scrum,50019.2,6.0,14270.873173412157,2.0,2611.0,3492.0,7.48,1736.1024,498.8,122527.46301369861,4.0,8.0,7.0,6.0,7.0,11.0,15.6,8,1.48,85,92.244,80,Oracle,T3,Python,Oracle,T1,6,24,29,29,-83,-50
479,479,Company_7,2020-11-01,2022-09-02,5.0,5.0,7,668.5,428.0,56.272101770414785,Hybrid model,Feature-Driven,19174.399999999998,6.0,5179.15868660656,2.0,1729.0,3576.0,7.6,1725.088,420.0,73450.42849315068,2.0,6.0,3.0,5.0,1.0,11.0,10.0,8,2.6,75,92.28,95,Oracle,T1,Java,Oracle,T4,5,26,53,53,-27,12
480,480,Company_2,2021-05-05,2023-09-07,3.0,6.2,2,854.1,197.0,40.678700373600854,button-based,Agile,6619.2,5.0,2041.7076556111238,2.0,1599.0,3587.0,7.36,1466.1168,409.6,32048.715616438356,4.0,7.0,7.0,5.0,10.0,5.0,7.2,8,2.36,85,92.208,80,AWS,T1,Python,Oracle,T1,6,73,66,66,-88,-74
481,481,Company_5,2020-09-03,2022-05-07,3.0,6.2,5,610.1,236.0,24.900699755832502,button-based,Feature-Driven,58150.399999999994,5.0,18933.25627122606,2.0,1763.0,3041.0,7.36,1630.1168,537.6,37904.57424657534,1.0,9.0,5.0,7.0,9.0,6.0,45.2,8,5.36,85,92.208,80,Oracle,T4,Python,Oracle,T1,6,84,-64,-64,-9,-94
482,482,Company_3,2019-10-09,2020-07-16,4.0,5.6,3,279.8,401.0,60.022475261638206,Voice Bots,Waterfall,26947.199999999997,4.0,5663.497914719177,2.0,1910.0,3167.0,7.48,1679.1024,415.8,66251.35232876713,4.0,7.0,8.0,8.0,7.0,6.0,13.6,8,3.48,80,67.244,75,GCP,T3,ASP.Net,PLSQL,T5,6,18,88,88,-83,-43
483,483,Company_3,2021-06-05,2023-11-08,4.0,5.6,3,884.8,144.0,28.771376429285993,Voice Bots,Scrum,9676.8,5.0,1956.1390693102333,2.0,2678.0,3845.0,7.48,1450.1024,507.8,28128.99945205479,3.0,6.0,3.0,2.0,10.0,5.0,13.6,8,3.48,80,67.244,75,IBM,T4,ASP.Net,PLSQL,T5,6,12,92,92,54,10
484,484,Company_7,2020-12-16,2022-12-01,4.0,4.6,7,713.8,264.0,22.549780450774488,Keyword recognition-based,Scrum,11827.199999999999,7.0,4073.0055734490056,2.0,1601.0,3100.0,7.48,1249.1024,493.8,39193.80164383562,4.0,4.0,5.0,12.0,6.0,7.0,9.6,8,2.48,85,87.244,70,Salesforce,T4,R,MySQL,T3,6,74,-2,-2,-68,95
485,485,Company_5,2020-10-16,2022-08-01,3.0,6.2,5,653.1,30.0,63.30271374707895,Linguistic Based,Lean,7391.999999999999,6.0,1840.152309763375,2.0,2008.0,3578.0,7.36,1266.1168,545.6,5112.493150684932,4.0,8.0,6.0,8.0,6.0,6.0,45.2,8,5.36,90,74.208,82,IBM,T2,Python,MySQL,T2,7,26,95,95,97,41
486,486,Company_4,2019-07-26,2020-02-17,4.0,3.6,4,204.8,180.0,19.46052147361406,Voice Bots,Feature-Driven,14112.0,8.0,5811.101503068923,1.0,2554.0,3873.0,7.48,1766.1024,529.8,36163.72602739726,2.0,6.0,11.0,9.0,5.0,4.0,15.6,8,1.48,80,67.244,75,IBM,T5,ASP.Net,PLSQL,T5,6,22,-42,-42,-64,-75
487,487,Company_6,2022-01-28,2025-02-24,3.0,5.2,6,1122.1,67.0,33.73321863458896,Voice Bots,Scrum,7503.999999999999,6.0,2053.6436026430274,2.0,2266.0,3514.0,7.36,1326.1168,486.6,11718.575342465752,5.0,6.0,6.0,5.0,8.0,5.0,21.2,8,4.36,80,67.208,75,IBM,T2,ASP.Net,PLSQL,T5,6,18,43,43,40,59
488,488,Company_1,2022-04-14,2025-07-26,3.0,3.2,1,1198.1,339.0,32.982235799982774,button-based,Extreme Programming,45561.6,5.0,14595.53918097329,2.0,1791.0,3606.0,7.36,1436.1168,407.6,56546.31452054794,5.0,7.0,7.0,3.0,5.0,8.0,25.2,8,5.36,85,92.208,80,GCP,T4,Python,Oracle,T1,6,10,81,81,41,-81
489,489,Company_7,2022-04-04,2025-07-06,4.0,4.6,7,1187.8,222.0,20.02587869949912,Hybrid model,Scrum,9945.599999999999,6.0,4047.8169261770704,2.0,1159.0,3266.0,7.48,1885.1024,600.8,35344.346301369864,4.0,9.0,5.0,8.0,9.0,7.0,9.6,8,2.48,75,92.244,95,Azure,T1,Java,Oracle,T4,5,11,41,41,-37,-55
490,490,Company_2,2020-12-02,2022-11-03,4.0,6.6,2,699.8,255.0,43.949666352258,button-based,Scrum,8568.0,8.0,1987.6525445914967,2.0,1534.0,3686.0,7.48,1476.1024,432.8,41877.56712328767,3.0,6.0,9.0,9.0,10.0,7.0,7.6,8,2.48,85,92.244,80,IBM,T2,Python,Oracle,T1,6,59,-7,-7,-55,99
491,491,Company_3,2019-03-24,2019-06-14,2.0,4.8,3,81.4,505.0,44.954169027829785,Machine Learning chatbot,Extreme Programming,33936.0,6.0,10294.20557744652,2.0,1609.0,3206.0,7.24,1401.1312,542.4,78633.89589041095,2.0,5.0,6.0,6.0,7.0,8.0,12.8,8,3.24,95,87.172,75,Azure,T5,Java,MongoDB,T3,4,46,-6,-6,-11,-62
492,492,Company_4,2019-09-18,2020-06-04,3.0,3.2,4,259.1,371.0,32.19688428846166,button-based,Scrum,29086.399999999998,7.0,6838.422785781629,2.0,2094.0,3736.0,7.36,1216.1168,529.6,64744.27726027396,2.0,7.0,7.0,10.0,5.0,10.0,15.2,8,1.3599999999999999,85,92.208,80,GCP,T5,Python,Oracle,T1,6,7,55,55,-13,85
493,493,Company_3,2021-02-17,2023-04-06,3.0,5.2,3,777.1,130.0,36.132688098091144,Hybrid model,Scrum,8736.0,7.0,2817.9970985828004,2.0,1643.0,3922.0,7.36,1583.1168,514.6,22946.958904109582,4.0,5.0,7.0,6.0,6.0,3.0,13.2,8,3.36,75,92.208,95,IBM,T1,Java,Oracle,T4,5,10,40,40,12,-60
494,494,Company_1,2021-07-02,2024-01-01,4.0,3.6,1,911.8,28.0,51.43112947883569,button-based,Waterfall,3763.2,7.0,1359.956575926326,3.0,1778.0,3712.0,7.48,1372.1024,539.8,4774.237808219178,3.0,6.0,6.0,7.0,7.0,8.0,25.6,8,5.48,85,92.244,80,GCP,T3,Python,Oracle,T1,6,4,17,17,54,51
495,495,Company_1,2022-07-21,2026-02-07,4.0,3.6,1,1295.8,61.0,29.824834437215852,Machine Learning chatbot,Extreme Programming,8198.4,8.0,2338.850155351408,3.0,2243.0,3565.0,7.48,1488.1024,463.8,10903.591232876712,3.0,9.0,8.0,8.0,6.0,7.0,25.6,8,5.48,95,87.244,75,Oracle,T5,Java,MongoDB,T3,4,30,-97,-97,-8,-94
496,496,Company_4,2022-11-07,2026-09-13,3.0,3.2,4,1405.1,500.0,26.666994597109298,Keyword recognition-based,Extreme Programming,39200.0,6.0,10448.564031834987,2.0,2106.0,3528.0,7.36,1640.1168,517.6,89741.91780821916,4.0,8.0,2.0,5.0,7.0,6.0,15.2,8,1.3599999999999999,85,87.208,70,Oracle,T4,R,MySQL,T3,6,96,-100,-100,-19,-22
497,497,Company_5,2020-03-12,2021-05-22,5.0,7.0,5,434.5,56.0,33.51171319643914,Machine Learning chatbot,Feature-Driven,13798.4,5.0,3340.428250295423,2.0,1533.0,3397.0,7.6,1545.088,524.0,9029.102465753424,3.0,10.0,6.0,10.0,3.0,9.0,46.0,8,5.6,95,87.28,75,GCP,T5,Java,MongoDB,T3,4,87,80,80,7,82
498,498,Company_7,2019-10-27,2020-08-21,4.0,4.6,7,297.8,92.0,23.513202382644202,Linguistic Based,Extreme Programming,4121.599999999999,6.0,1481.8407452884178,2.0,2237.0,3671.0,7.48,1276.1024,516.8,16319.842191780823,2.0,6.0,11.0,8.0,8.0,4.0,9.6,8,2.48,90,74.244,82,IBM,T2,Python,MySQL,T2,7,5,-37,-37,89,96
499,499,Company_6,2022-02-26,2025-04-23,5.0,6.0,6,1150.5,337.0,37.04111267394582,Machine Learning chatbot,Scrum,37744.0,7.0,11849.508429813248,2.0,1964.0,3676.0,7.6,1621.088,539.0,60548.09753424657,3.0,5.0,5.0,11.0,8.0,4.0,22.0,8,4.6,95,87.28,75,Salesforce,T4,Java,MongoDB,T3,4,72,63,63,-7,-92
500,500,Company_1,2019-04-13,2019-07-24,5.0,4.0,1,100.5,646.0,41.321221328134314,Linguistic Based,Waterfall,86822.4,5.0,28246.06412443718,2.0,1675.0,3869.0,7.6,1947.088,453.0,118206.31890410958,1.0,6.0,9.0,8.0,9.0,4.0,26.0,8,5.6,90,74.28,82,Salesforce,T1,Python,MySQL,T2,7,60,50,50,44,82
501,501,Company_7,2020-10-07,2022-07-14,4.0,4.6,7,643.8,227.0,41.91490470996103,Machine Learning chatbot,Agile,10169.599999999999,6.0,2893.4824321763035,2.0,1707.0,3296.0,7.48,1567.1024,508.8,37018.0405479452,2.0,6.0,8.0,9.0,6.0,8.0,9.6,8,2.48,95,87.244,75,Salesforce,T4,Java,MongoDB,T3,4,8,-16,-16,-78,31
502,502,Company_4,2020-10-13,2022-07-26,3.0,3.2,4,650.1,236.0,34.0592036225833,Machine Learning chatbot,Waterfall,18502.399999999998,6.0,6863.823603830881,2.0,1778.0,3622.0,7.36,1636.1168,554.6,41266.50739726027,2.0,10.0,7.0,9.0,10.0,6.0,15.2,8,1.3599999999999999,95,87.208,75,Azure,T1,Java,MongoDB,T3,4,1,44,44,45,-30
503,503,Company_2,2020-12-09,2022-11-17,3.0,6.2,2,707.1,342.0,63.33772003774385,Machine Learning chatbot,Extreme Programming,11491.199999999999,5.0,2824.394881777087,2.0,2692.0,4057.0,7.36,1751.1168,471.6,70670.88,3.0,5.0,6.0,7.0,9.0,6.0,7.2,8,2.36,95,87.208,75,Salesforce,T1,Java,MongoDB,T3,4,8,10,10,4,21
504,504,Company_7,2020-01-03,2021-01-04,3.0,4.2,7,366.1,418.0,34.63400342189628,Machine Learning chatbot,Extreme Programming,18726.399999999998,9.0,5891.239327243412,2.0,2042.0,3563.0,7.36,1422.1168,495.6,72436.53698630136,2.0,4.0,4.0,9.0,5.0,2.0,9.2,8,2.36,95,87.208,75,Salesforce,T2,Java,MongoDB,T3,4,33,-40,-40,-98,-88
505,505,Company_1,2019-10-02,2020-07-02,4.0,3.6,1,272.8,260.0,49.44335594686383,Hybrid model,Extreme Programming,34944.0,6.0,9528.105128425892,2.0,2053.0,3162.0,7.48,1268.1024,412.8,41304.52602739725,4.0,4.0,9.0,9.0,7.0,9.0,25.6,8,5.48,75,92.244,95,Oracle,T1,Java,Oracle,T4,5,6,-95,-95,-24,-90
506,506,Company_2,2019-07-25,2020-02-15,4.0,6.6,2,203.8,348.0,60.69270583265785,Keyword recognition-based,Scrum,11692.8,7.0,3045.7306633232806,2.0,2860.0,3484.0,7.48,1350.1024,553.8,66112.37260273972,3.0,5.0,6.0,8.0,7.0,10.0,7.6,8,2.48,85,87.244,70,AWS,T1,R,MySQL,T3,6,38,19,19,-50,21
507,507,Company_2,2022-05-02,2025-08-31,4.0,6.6,2,1215.8,320.0,19.689319553176478,button-based,Agile,10752.0,5.0,3955.5133848672094,2.0,2054.0,3633.0,7.48,1578.1024,423.8,56676.295890410955,3.0,9.0,8.0,8.0,7.0,5.0,7.6,8,2.48,85,92.244,80,IBM,T1,Python,Oracle,T1,6,16,-59,-59,-42,-99
508,508,Company_1,2022-04-01,2025-06-30,4.0,3.6,1,1184.8,414.0,32.09030096832599,Linguistic Based,Lean,55641.6,8.0,12851.043970496097,2.0,1700.0,3425.0,7.48,1771.1024,462.8,70180.82630136986,1.0,4.0,6.0,8.0,7.0,2.0,25.6,8,5.48,90,74.244,82,IBM,T3,Python,MySQL,T2,7,35,-55,-55,75,-90
509,509,Company_6,2022-03-30,2025-06-26,5.0,6.0,6,1182.5,64.0,57.82317825021667,Voice Bots,Lean,7168.0,6.0,2642.7245594239125,2.0,1393.0,3520.0,7.6,1563.088,575.0,10395.563835616438,4.0,5.0,6.0,7.0,5.0,6.0,22.0,8,4.6,80,67.28,75,Salesforce,T3,ASP.Net,PLSQL,T5,6,84,10,10,15,4
510,510,Company_5,2020-02-03,2021-03-07,4.0,6.6,5,396.8,356.0,31.783633668350454,button-based,Waterfall,87718.4,6.0,17458.674650193127,2.0,2272.0,3145.0,7.48,1705.1024,560.8,63003.221917808216,3.0,4.0,6.0,9.0,5.0,8.0,45.6,8,5.48,85,92.244,80,AWS,T1,Python,Oracle,T1,6,1,-76,-76,63,59
