,Project_ID,Organization,Project_start_date,Project_end_date,Organization_size,IT_dpt_size,Customer_type,Estimated_Duration,Actual_Duration,Project_Profit_Loss_percent,Project_type,Development_type,Estimated_effort,Management_clarity,Training_effort,User_resistance,Software_licence_cost,hardware_cost,Development_cost,maintainance_cost,Additional_cost,Estimated_total_cost,Requirement_stability,Manager_experience,Development_team_experience,Maintanainance_support_team_experience,Machine_learning_team_experience,Data_Analysis_team experience,Team_size,Daily_work_hours,Level_of_outsourcing,Software_availability,Software_accuracy,Software_stability,Cloud_platform_type,Computing_Tier,Programming_language_used,DB_used,Open_source_tool_used,Degree_of_software_reuse,Increase_in_productivity,Change_in_waiting_time,Change_avg_wait_time,Change_avg_call_duration,Change_in_revenue,Annual_outsourcing_cost,Total_benefits,ROI
424,424,Company_3,2022-10-08,2026-07-15,3.0,5.2,3,1375.1,521.0,14.611279197446061,Machine Learning chatbot,Agile,35011.2,5.0,10585.012803551217,2.0,2077.0,3713.0,7.36,1282.1168,565.6,91664.59726027398,3.0,10.0,9.0,7.0,5.0,6.0,13.2,8,3.36,95,87.208,75,IBM,T3,Java,MongoDB,T3,4,71,18,18,-12,-100,241739.5497937751,340966.651448896,2.7197201715810695
425,425,Company_7,2022-09-27,2026-06-23,5.0,5.0,7,1363.5,251.0,46.77332807087484,Keyword recognition-based,Waterfall,11244.8,6.0,3320.6827473640215,3.0,2266.0,3641.0,7.6,1261.088,423.0,43889.378630136984,2.0,6.0,8.0,7.0,9.0,5.0,10.0,8,2.6,85,87.28,70,Oracle,T3,R,MySQL,T3,6,75,52,52,59,27,384629.4144881686,240189.9043061491,4.472620296820991
426,426,Company_7,2019-12-15,2020-11-27,5.0,5.0,7,346.5,631.0,46.60183313664455,Linguistic Based,Lean,28268.8,5.0,11418.552674295557,2.0,2354.0,3523.0,7.6,1481.088,496.0,114154.64219178082,4.0,7.0,5.0,11.0,7.0,9.0,10.0,8,2.6,90,74.28,82,IBM,T1,Python,MySQL,T2,7,53,-74,-74,-35,94,353399.083445215,688483.0501718173,5.031143692038031
427,427,Company_6,2020-05-24,2021-10-15,5.0,6.0,6,507.5,633.0,30.004793044196877,Voice Bots,Extreme Programming,70896.0,6.0,15614.898458467344,2.0,1398.0,3850.0,7.6,1547.088,560.0,107247.19561643834,3.0,12.0,9.0,6.0,8.0,5.0,22.0,8,4.6,80,67.28,75,Oracle,T1,ASP.Net,PLSQL,T5,6,64,3,3,-4,-65,239261.64517252185,310770.0722106266,1.8976988202290415
428,428,Company_4,2022-11-28,2026-10-25,4.0,3.6,4,1425.8,563.0,55.92048104142239,Machine Learning chatbot,Feature-Driven,44139.2,6.0,14019.86239106131,2.0,2425.0,3796.0,7.48,1495.1024,501.8,106568.95890410959,3.0,6.0,5.0,7.0,8.0,9.0,15.6,8,1.48,95,87.244,75,GCP,T4,Java,MongoDB,T3,4,2,-69,-69,4,16,318528.0849548383,403302.2105733038,2.784424796119045
429,429,Company_1,2021-08-30,2024-04-28,4.0,3.6,1,970.8,472.0,29.053229351179393,Keyword recognition-based,Scrum,63436.799999999996,5.0,16872.094906248738,2.0,2839.0,3626.0,7.48,1659.1024,455.8,93275.99342465753,4.0,9.0,5.0,10.0,7.0,9.0,25.6,8,5.48,85,87.244,70,Salesforce,T5,R,MySQL,T3,6,71,-81,-81,63,-73,280674.7220669562,422721.0864435981,3.5319387221005107
430,430,Company_6,2020-04-19,2021-08-06,3.0,5.2,6,473.1,437.0,72.09326555716596,Linguistic Based,Agile,48944.0,6.0,15191.74369811904,2.0,1680.0,3446.0,7.36,1145.1168,582.6,69000.98301369863,4.0,5.0,10.0,7.0,6.0,9.0,21.2,8,4.36,90,74.208,82,Salesforce,T2,Python,MySQL,T2,7,12,86,86,-71,53,307780.2042901028,472745.04926068714,5.851279918241657
431,431,Company_2,2021-05-02,2023-09-01,5.0,7.0,2,850.5,174.0,28.490687335063523,Machine Learning chatbot,Scrum,5846.4,6.0,1500.8559393968917,2.0,2192.0,3798.0,7.6,1316.088,556.0,31510.49424657534,2.0,7.0,8.0,8.0,9.0,6.0,8.0,8,2.6,95,87.28,75,GCP,T2,Java,MongoDB,T3,4,77,2,2,64,97,268331.59629533597,117866.36028268318,2.740543050843871
432,432,Company_1,2020-02-18,2021-04-06,3.0,3.2,1,412.1,216.0,82.62907696352374,Machine Learning chatbot,Lean,29030.399999999998,6.0,9721.354824622067,2.0,2041.0,3234.0,7.36,1670.1168,465.6,36874.573150684926,3.0,9.0,9.0,8.0,9.0,4.0,25.2,8,5.36,95,87.208,75,Salesforce,T4,Java,MongoDB,T3,4,73,45,45,18,34,305866.3181500386,211181.91302723563,4.7270334266449145
433,433,Company_6,2019-12-19,2020-12-05,4.0,5.6,6,350.8,518.0,35.84628761734574,Hybrid model,Extreme Programming,58015.99999999999,4.0,17743.45149187722,2.0,1815.0,3020.0,7.48,1615.1024,562.8,83686.09315068492,3.0,6.0,6.0,9.0,4.0,5.0,21.6,8,4.48,75,92.244,95,Oracle,T1,Java,Oracle,T4,5,20,55,55,54,-31,188538.9574665506,326830.5763368789,2.9054347506507296
434,434,Company_2,2020-03-12,2021-05-22,5.0,7.0,2,434.5,588.0,25.1372911424798,Keyword recognition-based,Feature-Driven,19756.8,6.0,6965.8955451136835,2.0,2116.0,3542.0,7.6,1344.088,382.0,100015.41698630137,4.0,6.0,8.0,3.0,7.0,9.0,8.0,8,2.6,85,87.28,70,IBM,T2,R,MySQL,T3,6,91,-33,-33,5,-57,410115.4449056724,599959.5697584462,4.998670883316117
435,435,Company_4,2020-07-17,2022-01-31,4.0,3.6,4,561.8,570.0,46.53249684501034,Machine Learning chatbot,Waterfall,44688.0,6.0,11540.003811688788,2.0,3039.0,3449.0,7.48,1679.1024,544.8,114374.1698630137,3.0,11.0,6.0,9.0,5.0,7.0,15.6,8,1.48,95,87.244,75,GCP,T2,Java,MongoDB,T3,4,38,55,55,59,22,273161.86481739796,350162.312407723,2.0615506353148922
436,436,Company_6,2020-10-09,2022-07-18,5.0,6.0,6,645.5,150.0,42.52967395121471,Voice Bots,Waterfall,16800.0,6.0,5962.076126651101,2.0,1298.0,3211.0,7.6,1522.088,547.0,22731.780821917804,2.0,7.0,9.0,9.0,7.0,7.0,22.0,8,4.6,80,67.28,75,AWS,T3,ASP.Net,PLSQL,T5,6,68,30,30,-75,88,386987.01940762706,119110.50088679812,4.239822687888699
437,437,Company_2,2020-04-21,2021-08-10,3.0,6.2,2,475.1,392.0,34.01248730133652,Machine Learning chatbot,Scrum,13171.199999999999,5.0,3503.584862860405,2.0,3035.0,3388.0,7.36,1651.1168,618.6,78485.91780821918,2.0,9.0,7.0,6.0,8.0,9.0,7.2,8,2.36,95,87.208,75,Oracle,T1,Java,MongoDB,T3,4,23,4,4,27,-36,345488.086897762,333515.8779638956,3.2493722094050517
438,438,Company_7,2021-05-25,2023-10-17,4.0,4.6,7,873.8,455.0,70.55025857079254,Voice Bots,Waterfall,20384.0,7.0,6376.031810621546,2.0,1075.0,3724.0,7.48,1630.1024,508.8,72722.71232876713,3.0,2.0,5.0,4.0,7.0,5.0,9.6,8,2.48,80,67.244,75,Oracle,T2,ASP.Net,PLSQL,T5,6,10,-75,-75,-5,-56,321318.6720689666,223944.9877426162,2.0794366790143726
439,439,Company_1,2022-10-09,2026-07-17,4.0,3.6,1,1375.8,463.0,41.734089549616925,Machine Learning chatbot,Lean,62227.2,6.0,15868.795998351672,3.0,2241.0,4005.0,7.48,1642.1024,510.8,89568.80876712328,3.0,5.0,9.0,6.0,7.0,6.0,25.6,8,5.48,95,87.244,75,AWS,T4,Java,MongoDB,T3,4,5,42,42,-69,-11,280720.6715328584,419476.5078126796,3.683287782729235
440,440,Company_7,2022-03-03,2025-05-03,4.0,4.6,7,1155.8,27.0,13.02708319612884,Voice Bots,Extreme Programming,1209.6,7.0,361.44576803055753,2.0,1512.0,3159.0,7.48,1719.1024,477.8,4271.917808219178,2.0,9.0,6.0,9.0,7.0,5.0,9.6,8,2.48,80,67.244,75,GCP,T3,ASP.Net,PLSQL,T5,6,86,-59,-59,75,50,281392.3648386345,11637.777775202729,1.7242513310559535
441,441,Company_7,2022-06-18,2025-12-03,5.0,5.0,7,1262.5,119.0,50.62166539293564,button-based,Scrum,5331.2,5.0,1564.436537544417,2.0,2479.0,3322.0,7.6,1563.088,481.0,21503.723835616434,1.0,4.0,8.0,6.0,7.0,8.0,10.0,8,2.6,85,92.28,80,Salesforce,T2,Python,Oracle,T1,6,39,64,64,18,-64,331451.51026229677,124003.98237160937,4.766628297477604
442,442,Company_4,2020-11-09,2022-09-18,4.0,3.6,4,676.8,553.0,34.13948765773169,button-based,Waterfall,43355.2,5.0,10985.243637495763,1.0,2470.0,3615.0,7.48,1420.1024,530.8,102359.84547945207,4.0,8.0,1.0,7.0,6.0,8.0,15.6,8,1.48,85,92.244,80,Salesforce,T1,Python,Oracle,T1,6,1,-93,-93,45,-8,273657.38477736164,434076.21694904735,3.2406884742336266
443,443,Company_5,2020-07-23,2022-02-12,4.0,6.6,5,567.8,522.0,30.82740455443017,button-based,Waterfall,128620.79999999999,7.0,44028.19587082414,2.0,2440.0,2435.0,7.48,1409.1024,435.8,80812.46465753423,2.0,8.0,8.0,6.0,9.0,4.0,45.6,8,5.48,85,92.244,80,AWS,T1,Python,Oracle,T1,6,95,-89,-89,9,30,334472.0911923533,671635.7575967286,7.311041625112856
444,444,Company_4,2022-09-10,2026-05-20,5.0,4.0,4,1346.5,372.0,22.118858507935837,Keyword recognition-based,Feature-Driven,29164.8,6.0,8171.285386334935,2.0,2165.0,3957.0,7.6,1450.088,456.0,68788.40547945205,1.0,6.0,6.0,7.0,5.0,7.0,16.0,8,1.6,85,87.28,70,Azure,T4,R,MySQL,T3,6,72,-87,-87,-52,70,301098.69902995747,251270.69436308986,2.6528059141906923
445,445,Company_2,2019-11-13,2020-09-24,4.0,6.6,2,314.8,677.0,29.680266800968027,Machine Learning chatbot,Feature-Driven,22747.199999999997,6.0,7829.123014651123,2.0,2901.0,3491.0,7.48,1488.1024,499.8,130671.75780821918,2.0,9.0,6.0,7.0,8.0,6.0,7.6,8,2.48,95,87.244,75,Azure,T2,Java,MongoDB,T3,4,37,-14,-14,-24,96,311066.0315426469,525119.0109567909,3.0186113645726222
446,446,Company_6,2019-08-30,2020-04-27,4.0,5.6,6,239.8,279.0,34.08972986804385,Linguistic Based,Agile,31247.999999999996,6.0,9915.861786728867,2.0,2051.0,3570.0,7.48,1692.1024,527.8,50390.61041095889,5.0,4.0,8.0,8.0,10.0,6.0,21.6,8,4.48,90,74.244,82,Oracle,T5,Python,MySQL,T2,7,95,-85,-85,80,-99,262936.43995548075,260114.01725537376,4.161954084977793
447,447,Company_2,2022-05-26,2025-10-18,3.0,6.2,2,1240.1,432.0,70.38184325607536,Keyword recognition-based,Scrum,14515.199999999999,5.0,4195.597069136302,2.0,2249.0,3693.0,7.36,1393.1168,500.6,77974.46136986301,2.0,8.0,4.0,6.0,6.0,3.0,7.2,8,2.36,85,87.208,70,AWS,T3,R,MySQL,T3,6,29,39,39,-48,71,283789.24594068195,297431.2621175097,2.814470236692989
448,448,Company_2,2021-01-30,2023-03-01,5.0,7.0,2,758.5,542.0,73.91352210700356,Linguistic Based,Scrum,18211.199999999997,5.0,5837.352928523534,3.0,1484.0,3573.0,7.6,1455.088,469.0,87164.2915068493,4.0,10.0,5.0,7.0,4.0,8.0,8.0,8,2.6,90,74.28,82,GCP,T2,Python,MySQL,T2,7,99,92,92,4,-71,340520.7460216332,569824.7878128893,5.537364991581592
449,449,Company_5,2019-03-01,2019-04-29,3.0,6.2,5,58.1,531.0,47.88999328847452,Machine Learning chatbot,Extreme Programming,130838.4,7.0,33408.5383772976,3.0,2449.0,3429.0,7.36,1524.1168,523.6,96943.43342465752,2.0,10.0,4.0,6.0,10.0,10.0,45.2,8,5.36,95,87.208,75,Oracle,T2,Java,MongoDB,T3,4,55,31,31,-45,-46,282790.94049163983,479989.04629030585,3.9512280443764527
450,450,Company_5,2022-12-17,2026-12-02,1.0,5.4,5,1445.7,335.0,25.03538464753353,Linguistic Based,Agile,82544.0,6.0,27450.40173381582,2.0,1806.0,3582.0,7.12,1485.1456,504.2,56935.315068493146,5.0,8.0,9.0,4.0,9.0,9.0,44.4,8,5.12,90,74.136,82,Azure,T5,Python,MySQL,T2,7,52,1,1,14,20,202270.72891640355,250552.6735281303,3.4006549050745676
451,451,Company_7,2022-04-17,2025-08-01,4.0,4.6,7,1200.8,535.0,40.271544378038,button-based,Feature-Driven,23968.0,7.0,6260.555263987613,2.0,1852.0,3296.0,7.48,1454.1024,559.8,88267.08493150685,3.0,8.0,9.0,8.0,7.0,5.0,9.6,8,2.48,85,92.244,80,Oracle,T5,Python,Oracle,T1,6,20,-9,-9,43,-12,394266.8287574572,656629.1464536509,6.439116709962489
452,452,Company_6,2022-12-09,2026-11-16,5.0,6.0,6,1436.5,642.0,49.884886027082835,Machine Learning chatbot,Lean,71904.0,6.0,26682.059733699592,2.0,1650.0,3162.0,7.6,1358.088,437.0,97720.49095890412,2.0,10.0,5.0,5.0,10.0,5.0,22.0,8,4.6,95,87.28,75,AWS,T5,Java,MongoDB,T3,4,25,-13,-13,-71,13,320563.14936119114,620223.8248736252,5.346916790813682
453,453,Company_4,2020-03-31,2021-06-29,3.0,3.2,4,454.1,37.0,37.21566445242071,Hybrid model,Extreme Programming,2900.7999999999997,6.0,957.4744824760296,2.0,1677.0,3130.0,7.36,1539.1168,482.6,5820.900821917809,3.0,10.0,7.0,6.0,6.0,10.0,15.2,8,1.3599999999999999,75,92.208,95,Oracle,T3,Java,Oracle,T4,5,23,-11,-11,96,14,392941.1638197221,37535.33644302265,5.448372441201619
454,454,Company_6,2021-09-24,2024-06-17,4.0,5.6,6,995.8,511.0,65.44175836650312,button-based,Agile,57232.0,7.0,17108.018208515437,2.0,2012.0,3413.0,7.48,1278.1024,547.8,85354.07999999999,3.0,6.0,7.0,6.0,7.0,6.0,21.6,8,4.48,85,92.244,80,Oracle,T4,Python,Oracle,T1,6,10,73,73,-92,7,308296.4019466704,567491.071811522,5.64866954000936
455,455,Company_6,2022-06-01,2025-10-30,6.0,6.4,6,1245.2,121.0,12.609243146585166,Machine Learning chatbot,Scrum,13552.0,5.0,3817.0208249233956,2.0,2411.0,3348.0,7.72,1650.0736,523.2,22107.396164383565,3.0,10.0,7.0,6.0,8.0,6.0,22.4,8,4.72,95,87.316,75,Salesforce,T2,Java,MongoDB,T3,4,49,-79,-79,67,-27,325485.3651908237,119908.47533509524,4.423907657124971
456,456,Company_1,2021-09-03,2024-05-06,3.0,3.2,1,975.1,205.0,28.93280566487934,Machine Learning chatbot,Lean,27552.0,7.0,7596.034223310269,2.0,1717.0,3160.0,7.36,1561.1168,571.6,33104.860273972605,4.0,6.0,6.0,7.0,5.0,7.0,25.2,8,5.36,95,87.208,75,Oracle,T2,Java,MongoDB,T3,4,61,52,52,64,-16,327444.53310084407,214566.99465359087,5.481434836995393
457,457,Company_4,2019-03-22,2019-06-10,5.0,4.0,4,78.5,172.0,57.39313941174214,Hybrid model,Waterfall,13484.8,5.0,3263.862278651156,2.0,1274.0,3630.0,7.6,1613.088,476.0,27708.493150684928,3.0,9.0,10.0,3.0,9.0,9.0,16.0,8,1.6,75,92.28,95,Azure,T5,Java,Oracle,T4,5,75,90,90,73,-45,215308.3120708872,97899.53390124335,2.533195882173888
458,458,Company_2,2019-06-18,2019-12-03,3.0,6.2,2,167.1,671.0,41.411741745658915,Keyword recognition-based,Lean,22545.6,7.0,6899.093547537229,2.0,1748.0,3131.0,7.36,1235.1168,472.6,101825.81260273972,4.0,6.0,11.0,10.0,6.0,7.0,7.2,8,2.36,85,87.208,70,Azure,T3,R,MySQL,T3,6,8,-76,-76,-22,48,189801.312908396,308978.7881790396,2.0343856855282905
459,459,Company_7,2021-07-30,2024-02-26,5.0,5.0,7,939.5,462.0,24.495349482361867,Hybrid model,Extreme Programming,20697.6,6.0,7086.918428009452,2.0,2126.0,3826.0,7.6,1809.088,566.0,88609.82794520547,3.0,6.0,13.0,9.0,7.0,9.0,10.0,8,2.6,75,92.28,95,IBM,T2,Java,Oracle,T4,5,12,5,5,35,-10,248885.51498897214,332099.05065563845,2.747880549559376
460,460,Company_7,2020-07-01,2021-12-30,5.0,5.0,7,545.5,285.0,25.618907797822498,button-based,Agile,12768.0,5.0,3690.4911658223805,2.0,2455.0,3813.0,7.6,1518.088,470.0,54196.22465753424,3.0,8.0,6.0,6.0,8.0,8.0,10.0,8,2.6,85,92.28,80,Azure,T2,Python,Oracle,T1,6,31,10,10,8,-90,295770.8845359703,265014.08057231386,3.8898992918222057
461,461,Company_5,2022-10-24,2026-08-16,4.0,6.6,5,1390.8,97.0,24.196171589106743,Keyword recognition-based,Scrum,23900.8,5.0,7528.123570574181,2.0,1628.0,3074.0,7.48,1149.1024,507.8,14211.00493150685,3.0,10.0,9.0,6.0,7.0,4.0,45.6,8,5.48,85,87.244,70,AWS,T5,R,MySQL,T3,6,66,-96,-96,-11,69,271304.487269952,83972.54646877502,4.908980179339863
462,462,Company_4,2020-07-11,2022-01-19,4.0,3.6,4,555.8,355.0,31.578566807390033,button-based,Agile,27832.0,6.0,6367.594843246062,2.0,1545.0,3507.0,7.48,1439.1024,520.8,57344.268493150674,3.0,5.0,8.0,5.0,4.0,7.0,15.6,8,1.48,85,92.244,80,IBM,T2,Python,Oracle,T1,6,100,-67,-67,27,57,186717.37948310998,190128.3085217337,2.3155590526792236
463,463,Company_2,2019-07-27,2020-02-19,3.0,6.2,2,206.1,675.0,67.77784222648067,button-based,Extreme Programming,22680.0,6.0,7555.503830212806,2.0,2536.0,3561.0,7.36,1358.1168,494.6,123605.99999999999,1.0,7.0,8.0,8.0,6.0,10.0,7.2,8,2.36,85,92.208,80,IBM,T4,Python,Oracle,T1,6,78,-64,-64,-71,-62,290990.33487804554,605373.0543533412,3.8976024978831227
464,464,Company_3,2022-11-24,2026-10-17,3.0,5.2,3,1422.1,675.0,36.7483146618513,Hybrid model,Lean,45360.0,6.0,13497.7913839068,1.0,1917.0,3338.0,7.36,1377.1168,510.6,111069.86301369863,3.0,6.0,4.0,5.0,8.0,9.0,13.2,8,3.36,75,92.208,95,IBM,T2,Java,Oracle,T4,5,12,-60,-60,-99,18,293666.6186235986,608742.5758099321,4.48071780492656
465,465,Company_5,2022-11-08,2026-09-15,5.0,7.0,5,1405.5,99.0,30.162559065075044,button-based,Extreme Programming,24393.6,6.0,10232.862051392385,2.0,1797.0,3240.0,7.6,1402.088,412.0,15624.966575342463,3.0,7.0,5.0,8.0,6.0,7.0,46.0,8,5.6,85,92.28,80,Oracle,T3,Python,Oracle,T1,6,89,8,8,93,20,299345.353437983,114917.99995034537,6.354767729980033
466,466,Company_3,2020-07-23,2022-02-12,5.0,6.0,3,567.5,325.0,44.802489605366716,button-based,Feature-Driven,21840.0,5.0,7433.119672159602,2.0,2714.0,2981.0,7.6,1349.088,594.0,57180.4109589041,3.0,8.0,6.0,4.0,10.0,10.0,14.0,8,3.6,85,92.28,80,Oracle,T4,Python,Oracle,T1,6,62,97,97,-1,-72,348231.0828049422,383495.8699590232,5.706770090103829
467,467,Company_6,2019-08-12,2020-03-22,5.0,6.0,6,221.5,231.0,21.270899803210074,Hybrid model,Waterfall,25872.0,5.0,7529.669361259634,2.0,1614.0,3576.0,7.6,1479.088,493.0,38111.58246575342,4.0,5.0,4.0,5.0,10.0,7.0,22.0,8,4.6,75,92.28,95,IBM,T4,Java,Oracle,T4,5,87,38,38,-96,72,343444.42268925405,267950.53521069436,6.030685106069035
468,468,Company_1,2019-10-22,2020-08-11,3.0,3.2,1,293.1,599.0,15.88039565622828,Machine Learning chatbot,Waterfall,80505.59999999999,5.0,18783.49267980593,2.0,1582.0,3291.0,7.36,1231.1168,578.6,92223.02465753425,5.0,8.0,6.0,5.0,5.0,5.0,25.2,8,5.36,95,87.208,75,Salesforce,T4,Java,MongoDB,T3,4,2,-94,-94,-81,-96,458280.30112031073,877464.0360180532,8.514587482643012
469,469,Company_3,2021-08-15,2024-03-29,4.0,5.6,3,955.8,440.0,95.49751068725512,Linguistic Based,Lean,29567.999999999996,6.0,8190.0366428304405,2.0,1157.0,3432.0,7.48,1638.1024,468.8,67874.76164383562,6.0,7.0,11.0,5.0,5.0,6.0,13.6,8,3.48,90,74.244,82,AWS,T4,Python,MySQL,T2,7,54,-53,-53,40,-31,233361.20758831812,338957.2213082236,3.9938624180643094
470,470,Company_4,2021-10-04,2024-07-07,5.0,4.0,4,1005.5,452.0,67.0945327063391,Keyword recognition-based,Lean,35436.799999999996,6.0,9588.022523730231,2.0,2198.0,3550.0,7.6,1484.088,480.0,80294.51835616438,3.0,8.0,5.0,3.0,8.0,8.0,16.0,8,1.6,85,87.28,70,IBM,T4,R,MySQL,T3,6,50,86,86,100,35,360632.8469693742,365673.7084467778,3.554155326329375
471,471,Company_7,2022-02-04,2025-03-10,4.0,4.6,7,1128.8,35.0,44.93067970200216,button-based,Extreme Programming,1568.0,6.0,422.7771543102055,2.0,2745.0,3958.0,7.48,1507.1024,467.8,6995.589041095889,3.0,3.0,8.0,10.0,11.0,7.0,9.6,8,2.48,85,92.244,80,Azure,T1,Python,Oracle,T1,6,98,38,38,79,-6,289181.5991932987,31507.564501165692,3.503918728797982
472,472,Company_6,2021-10-24,2024-08-16,5.0,6.0,6,1025.5,127.0,30.670479495922223,Hybrid model,Extreme Programming,14224.0,5.0,5099.289406027109,2.0,2051.0,3918.0,7.6,1416.088,508.0,23089.64383561644,3.0,8.0,5.0,6.0,10.0,5.0,22.0,8,4.6,75,92.28,95,GCP,T5,Java,Oracle,T4,5,56,70,70,52,91,299896.9419960866,128635.82587704141,4.571148121332948
473,473,Company_3,2020-10-09,2022-07-18,4.0,5.6,3,645.8,170.0,34.171983842679346,Linguistic Based,Extreme Programming,11424.0,6.0,3235.8673206687745,2.0,1982.0,3313.0,7.48,1655.1024,553.8,29385.50136986301,5.0,7.0,8.0,7.0,9.0,6.0,13.6,8,3.48,90,74.244,82,GCP,T4,Python,MySQL,T2,7,51,-28,-28,33,85,286350.49946338334,160697.97980913974,4.468614531584862
474,474,Company_1,2020-01-08,2021-01-14,4.0,3.6,1,370.8,472.0,29.06014099032661,button-based,Extreme Programming,63436.799999999996,7.0,18249.575757541577,2.0,1731.0,3667.0,7.48,1428.1024,540.8,80099.82246575342,4.0,5.0,8.0,7.0,10.0,11.0,25.6,8,5.48,85,92.244,80,GCP,T1,Python,Oracle,T1,6,85,-68,-68,-2,-44,287445.2225930172,521915.88454431976,5.515818243760331
475,475,Company_4,2021-03-04,2023-05-06,5.0,4.0,4,791.5,287.0,26.93348145332959,button-based,Feature-Driven,22500.8,6.0,6828.125671682193,2.0,778.0,3516.0,7.6,1536.088,419.0,41320.45150684931,4.0,9.0,11.0,6.0,7.0,5.0,16.0,8,1.6,85,92.28,80,GCP,T4,Python,Oracle,T1,6,52,76,76,96,56,379136.3107780422,315476.93831045384,6.634886038410304
476,476,Company_1,2019-03-05,2019-05-07,4.0,3.6,1,61.8,87.0,22.18350253161155,Machine Learning chatbot,Agile,11692.8,7.0,3174.5438707475973,2.0,2519.0,3404.0,7.48,1715.1024,495.8,16299.843287671232,5.0,7.0,9.0,7.0,5.0,8.0,25.6,8,5.48,95,87.244,75,Oracle,T2,Java,MongoDB,T3,4,70,7,7,41,-72,283271.2334203174,79537.87518561396,3.8796711589107296
477,477,Company_1,2021-06-14,2023-11-26,3.0,3.2,1,894.1,363.0,43.072576512460486,Keyword recognition-based,Waterfall,48787.2,6.0,17795.452073796667,2.0,1226.0,3495.0,7.36,1639.1168,615.6,58335.790684931504,4.0,11.0,4.0,10.0,8.0,2.0,25.2,8,5.36,85,87.208,70,Azure,T3,R,MySQL,T3,6,52,-30,-30,-98,-42,302756.0022855595,347279.34659868834,4.953109446554442
478,478,Company_4,2019-03-21,2019-06-08,4.0,3.6,4,77.8,638.0,49.053494859129,button-based,Scrum,50019.2,6.0,14270.873173412157,2.0,2611.0,3492.0,7.48,1736.1024,498.8,122527.46301369861,4.0,8.0,7.0,6.0,7.0,11.0,15.6,8,1.48,85,92.244,80,Oracle,T3,Python,Oracle,T1,6,24,29,29,-83,-50,243675.49786244,445929.5257483061,2.6394251115641807
479,479,Company_7,2020-11-01,2022-09-02,5.0,5.0,7,668.5,428.0,56.272101770414785,Hybrid model,Feature-Driven,19174.399999999998,6.0,5179.15868660656,2.0,1729.0,3576.0,7.6,1725.088,420.0,73450.42849315068,2.0,6.0,3.0,5.0,1.0,11.0,10.0,8,2.6,75,92.28,95,Oracle,T1,Java,Oracle,T4,5,26,53,53,-27,12,281344.1545774101,347782.48179042374,3.7349278816372697
480,480,Company_2,2021-05-05,2023-09-07,3.0,6.2,2,854.1,197.0,40.678700373600854,button-based,Agile,6619.2,5.0,2041.7076556111238,2.0,1599.0,3587.0,7.36,1466.1168,409.6,32048.715616438356,4.0,7.0,7.0,5.0,10.0,5.0,7.2,8,2.36,85,92.208,80,AWS,T1,Python,Oracle,T1,6,73,66,66,-88,-74,325796.65880952234,197812.4406410683,5.172242376527775
481,481,Company_5,2020-09-03,2022-05-07,3.0,6.2,5,610.1,236.0,24.900699755832502,button-based,Feature-Driven,58150.399999999994,5.0,18933.25627122606,2.0,1763.0,3041.0,7.36,1630.1168,537.6,37904.57424657534,1.0,9.0,5.0,7.0,9.0,6.0,45.2,8,5.36,85,92.208,80,Oracle,T4,Python,Oracle,T1,6,84,-64,-64,-9,-94,265768.2659457815,239339.05088742782,5.314252452236737
482,482,Company_3,2019-10-09,2020-07-16,4.0,5.6,3,279.8,401.0,60.022475261638206,Voice Bots,Waterfall,26947.199999999997,4.0,5663.497914719177,2.0,1910.0,3167.0,7.48,1679.1024,415.8,66251.35232876713,4.0,7.0,8.0,8.0,7.0,6.0,13.6,8,3.48,80,67.244,75,GCP,T3,ASP.Net,PLSQL,T5,6,18,88,88,-83,-43,217968.38336176577,155265.93084511883,1.343588853471607
483,483,Company_3,2021-06-05,2023-11-08,4.0,5.6,3,884.8,144.0,28.771376429285993,Voice Bots,Scrum,9676.8,5.0,1956.1390693102333,2.0,2678.0,3845.0,7.48,1450.1024,507.8,28128.99945205479,3.0,6.0,3.0,2.0,10.0,5.0,13.6,8,3.48,80,67.244,75,IBM,T4,ASP.Net,PLSQL,T5,6,12,92,92,54,10,303418.57209300686,77614.51497968494,1.7592348285255233
484,484,Company_7,2020-12-16,2022-12-01,4.0,4.6,7,713.8,264.0,22.549780450774488,Keyword recognition-based,Scrum,11827.199999999999,7.0,4073.0055734490056,2.0,1601.0,3100.0,7.48,1249.1024,493.8,39193.80164383562,4.0,4.0,5.0,12.0,6.0,7.0,9.6,8,2.48,85,87.244,70,Salesforce,T4,R,MySQL,T3,6,74,-2,-2,-68,95,251352.8425706036,163040.25854351852,3.1598480296733706
485,485,Company_5,2020-10-16,2022-08-01,3.0,6.2,5,653.1,30.0,63.30271374707895,Linguistic Based,Lean,7391.999999999999,6.0,1840.152309763375,2.0,2008.0,3578.0,7.36,1266.1168,545.6,5112.493150684932,4.0,8.0,6.0,8.0,6.0,6.0,45.2,8,5.36,90,74.208,82,IBM,T2,Python,MySQL,T2,7,26,95,95,97,41,331231.5506787139,37357.48142827026,6.307096621394083
